id,order_id,reason_for_delay
1407,12167,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1408,6837,Уточнение в СЦ Щёлково.
1409,41684,Опасный груз
1410,5651,не пришла
1411,44244,Опасный груз.
1412,37679,Необходимо предоставить скан паспорта  ИНН в срок до 15.05
1413,51552,https://secure.usedesk.ru/tickets/188715593
1414,44688,Проблемный адрес: некорректная ТС  некорректный адрес  некорректный тариф.
1415,41299,Опасный груз
1416,17028,город получателя забирает груз с СЦ самостоятельно
1417,14882,Груз прибыл на СОХ МЮ по накладной 1512138778   сотрудник ТСДВеличко Сергей Вадимович ошибся при распечатывании накладной
1418,18344,Принято после контрольного времени
1419,53011,заберет сегодня
1420,53334,Заберут 13.06
1421,43448,Проблемный адрес: некорректная ТС  некорректный адрес  некорректный тариф.
1422,6797,Задержки в пути   ждем на тп Пулково Спб. ориентировочно после 20.02.24
1423,51804,https://secure.usedesk.ru/tickets/187792314
1424,42946,Опасный груз
1425,49506,Требуется время на обрешётку
1426,40815,Опасный груз
1427,43400,Опасный груз
1428,54012,Получатель не отвечает.
1429,45795,Не отгружался ИМ https://secure.usedesk.ru/tickets/188299412 
1430,43367,недоступен  была 2 раза на доставке  перевод на ПВЗ
1431,20915,обещал забрать 22.02.
1432,14921,Заказ передан партнерам для доставки в отдаленные районы. Доставка получателю в течение недели до 17.03. ДД проставляем после предоставления партнером накладной с подписью получателя. 
1433,48213,повторный расход/приход
1434,49508,"ВН	1556439885"
1435,52617,переписка в СЗ
1436,49051,Связываемся с клиентом через WA
1437,14197,По последней имеющейся информации груз должен выехать в сторону Москвы 01.03
1438,10125,https://secure.usedesk.ru/tickets/173114892
1439,12150,ТС с указанным заказом не поступала на склад  ожидаем прибытие в течении суток - двух. Связана с погодными условиями.
1440,49241,https://secure.usedesk.ru/tickets/188952504
1441,54205,Инфо в С-З
1442,47444,Уехал на возврат  числится в инв. от 20.06
1443,34163,Клиент должен оплачивать пошлину
1444,48476,Отмена по запросу Авито
1445,8723,28.01.2024 принято 1 ГМ
1446,15651,этот клиент возвраты забирает с СОХ.
1447,37157,забор груза согласован  на 3 05
1448,41686,Сортировка
1449,38656,не отвечает
1450,46476,автоответчик
1451,22640,Коллеги  по информации партия была в Пскове на 10.03. Ожидаем обновление статусов со дня на день
1452,40816,Опасный груз
1453,43851,Во вложении опасный груз.
1454,43852,не дозвонились
1455,49570,Ошибочное зависание в 6КТ  ожидаем конечный статус по накладным. 
1456,49259,"Коллеги  груз находится на СВХ Шереметьево-Карго по итогам файла инвентаризации от 05.06.24. Просьба при открытии СЗ указывать на данный факт. В случае сканирования после 05/06  информация будет не актуальна.	"
1457,4400, груза в офисе нет  получатель не берет трубку.
1458,6243, груза в офисе нет  получатель не берет трубку.
1459,22169,см с-з
1837,29422,ожидаем отправку
1838,43911,https://secure.usedesk.ru/tickets/198423211
1839,52421,вручено 1/2
1840,36078,утилизирован
1841,22784,CN/81123/21761058 на склад Улан-Удэ Мокрова 28а не поступала  перевозчик запрошен по поводу ближайшего поступления  инфо до 12.03
1842,53631,истек срок хранения
1843,36012,утиль согласован с ИМ
1844,38237,смарт
1845,34871,https://secure.usedesk.ru/tickets/186155779
1846,7525,Фактически 1 место  програмно 2.
1847,46795,Коллеги  груз прибыл в РФ от 23.04. статусы на ТО  должны сменится 25.06 
1848,55395,номер получателя заблокирован 28 06 2024
1849,10886, груза в офисе нет  получатель не берет трубку.
1850,6920, груза в офисе нет  получатель не берет трубку.
1851,40517,забор 02.06
1852,38822,Опасный груз
1853,20452,EF419400125RU
1854,48619,+
1855,52448,https://secure.usedesk.ru/tickets/199134228
1856,16344,перемер
1857,33031,Статус: Прибыло в место вручения. Алькеево
1858,59150,сз в цфо
1859,34278,СЗ пот накладной 1545436573
1860,52436,выдан на доставку
1861,39661,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1862,35477,"Коллеги  груз находится по итогам инвентаризации от 05.06.2024 у брокера ""Таможенный Портал"". "
1863,12908,Не поступал 
1864,50652,Выдача DE/3028195/107060 от 28.06.2024 скан 10001975377
1865,13669,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1866,38811,"Коллеги  заказ находится на СВХ брокера ТАНАИС  по итогам файла инвентаризации от 01/07 Просьба при открытии СЗ на ТО  указывать данный факт. в случае сканирования после 01/07 данные будут не актуальны	"
1867,18454,опоещена 
1868,52130,не отвечает
1869,36074,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
1870,55634,Отправлен 24.06 по ТС без транзитных операций
1871,49832,Добрый день  коллеги. Груз отправлен. Ожидайте прихода в МСК
1872,55079,"Во вложении оборудование с аккумулятором  посылка будет отправлена авиа после подтверждения от аэропорта. Информация запрошена.	"
1873,57165,не берут трубку
1874,6946,Коллеги  груз в транзите Стамбул. Прибудет на ТО РФ приблизительно 09-11.02
1875,42224,нет ответа на звонок
1876,56633,+
1877,57628,Было отправлено по тс ждем прибытье груза на склад
1878,58996,Выдача DE/3028195/107060 от 28.06.2024 скан 10001975377
1879,9516,Ждем получателя 14.03
1880,51370,х3   проинформировала
1881,54145,в пути 12.07
1882,38803,Груз поступит не раньше конца июня. Навигация закрыта еще. 
1883,10893,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1884,38821,Утеря ГМ [ITM]000407672798
1885,10170,Посылка отстранена от авиаперевозки  во вложении опасный груз.
1886,10894,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1887,36611,смарт
1888,38808,"Коллеги  груз находится на СВХ брокера Шереметьево карго по итогам файла инвентаризации от 25.06.24. Просьба при открытии СЗ указывать на данный факт. В случае сканирования после 25.06  информация по накладной будет не актуальна.	"
1889,17729,отказ от получения
1890,54295,Выдача DE/3028195/107138 от 29.06.2024 скан 10005975801
1891,20415,Запрошены документы и сведения  необходимые для выпуска отправления в свободное обращение. В случае непредоставления необходимых для ТО данных заказ будет оформлен на убытие в страну отправк
1892,59363,истек срок хранения
1893,6956,Огромные очереди на КПП. До сих пор авто не может пройти границу. Ориентировочно не раньше 21.02-22.02 ждем в МСК
1894,12901,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1895,34247,https://secure.usedesk.ru/tickets/186314519
1896,53934,Ориентировочная дата прибытия в РФ  тп Пулково  Спб. 25-26.06.24
1897,59364,груз движется по тс с нарушением сроков доставки
1898,38306,клиент не отвечает 
1899,43051,не отвечает
1900,56239,не дозвон сз
1901,38749,Ожидаем поступления в г получателя 17.05
1902,40083,Не отгружался ИМ https://secure.usedesk.ru/tickets/188299412 
1903,32438,Данная консолидация не была передана партнёру перевозчику  план дата сдачи 14.05
1904,6947,ОГ
1905,11564,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1906,48049,по запрос ИМ храним на складе пока не даст отмашку меняем получателя либо на возврат
952,2637,Доставка партнерами в течение 1 рабочей недели  с момента выдачи на доставку. Ожидаем курьера с подписанной накладной.
953,15784,Перемещение заказов на ПВЗ сделано по запросу ОД Ульяновска по согласованию с директором территории. По всем вопросам смены режима доставки обратно до двери обращаться к Еремину Михаилу.
954,8218,клиент сам обратился за заказом в офис  ДД Не вручен не ставить! удаляли уже несколько раз
955,33713,"Коллеги  заказ находится на СВХ брокера ТАНАИС  по итогам файла инвентаризации от 01/07 Просьба при открытии СЗ на ТО  указывать данный факт. в случае сканирования после 01/07 данные будут не актуальны	"
956,1209,с/з
957,11693,Доставлено
"Дата действия: 14.03.2024""",,
958,29553,По данной накладной поступило два груза  в программе числится одно место. Обратились в  <assist@cdek.ru> - нам сказали сделать возврат
959,27525,не берет
960,2661,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
961,2931,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
962,29567,https://secure.usedesk.ru/tickets/186300269 смену ДД ИМ согласовал
963,3287,По последней имеющейся информации машина должна выехать в сторону Москвы 01.03
964,35521,Коллеги Добрый день!фактически груз вручен  запрос закрепленному менеджеру
965,31985,смарт
966,31363,получатель заберет посылку 20-21 05
967,29556,сз Новокузнецк (Центральный р-он)
968,31958,Клиент сообщил  что получил груз
969,22335,н.о
970,15076,сз
971,17847,Получатель заберет завтра-послезавтра
972,2296,запрос в Уссурийск
973,30157,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
974,31930,смарт
975,34888,Опасный груз
976,2266, груза в офисе нет  получатель не берет трубку.
977,1273,ТС не поступала на склад  ожидаем прибытие в течении суток - двух. Связана с погодными условиями.
978,30155,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
979,1218, груза в офисе нет  получатель не берет трубку.
980,33143,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
981,1266,По последней имеющейся информации груз должен выехать в сторону Москвы 01.03
982,3984,Задержки в пути   ждем на тп Пулково Спб. ориентировочно после 20.02.24
983,7590,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
984,15071,на видео расконсолидации искомый груз обнаружить не удалось. CC-3290294 - поиск
985,33714,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
986,14372,Коллеги  у перевозчика имеются задержки в бронировании рейсов. Груз должен приземлиться во Внуково на ТО 10-12.03 Статусы по накладной должны обновиться 12-13.03
987,29043,Истек сх
988,30179,отправили смс
989,33185,Коллеги  добрый день  груз поступит не ранее июля  навигация еще закрыта.
990,29015,https://secure.usedesk.ru/tickets/186124466
991,36112,Возврат дубля по 10007879263
992,4583,ТС не поступала на склад  ожидаем прибытие в течении суток - двух. Связана с погодными условиями.
993,31381,смарт
994,2932,отправка по ТС 18.01
995,33698,Коллеги  добрый день  груз поступит не ранее июля  навигация еще закрыта.
996,16450,Перемещение заказов на ПВЗ сделано по запросу ОД Ульяновска по согласованию с директором территории. По всем вопросам смены режима доставки обратно до двери обращаться к Еремину Михаилу.
997,30173,"Коллеги  груз находится по итогам инвентаризации от 05.06.2024 у брокера ""Таможенный Портал"". "
998,30755,заберут 13 05 2024
999,2606,кт 11 прораб
1000,30722,отправка в течении месяца
1001,4585,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1002,27448,запрос 
667,29653,не поступил
668,28589,https://secure.usedesk.ru/tickets/185745692
276,42457,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
277,42873,КТ7  отказ от получения
278,16157,У перевозчика задержки  ожидаем поступление в течении недели
279,41198,им дд
"https://secure.usedesk.ru/tickets/187346112""",,
280,42478,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
281,12002,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
282,14027,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
283,20758,инфо в сз
284,42449,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
285,13361,ТС не поступала на склад  ожидаем прибытие в течении суток - двух. Связана с погодными условиями.
286,42473,Получатель не успевает забрать  заберет 07.07
287,43295,смарт
288,16835,заберет 19 03
289,12009,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
290,12038,сз
291,25312,запрос цфо  получатель  не отвечает 
292,40329,заберет 20.05
293,42878,смарт
294,8534,Груз отправлен партнерами EMS. Ориентировочные сроки доставки более 30 дней. 
295,20807,Опасный груз
296,23029,сообщение запрос
297,43293,смарт
298,16857,Добрый день .
299,42019,https://secure.usedesk.ru/tickets/186162378
300,27131,см с-з по накладной 1517091548
301,41574,https://secure.usedesk.ru/tickets/186529502
302,21338,ДД 15.03
1460,46966,Запрос ЗМ. Груз поврежден 
1461,23161,не доступ
1462,39141,21.05 посылку заберут
1463,49520,Согласована дата забора на 02.07
1464,52355,https://secure.usedesk.ru/tickets/189073882
1465,46695,Офис в Забайкальске закрыт.
1466,11515,Не поступал 
1467,49761,Получатель не отвечает 
1468,45456,трубку не берет
1469,12170,план дата поступления 19.03
1470,48240,запрос цфо в сз
1471,5007,
1472,43405,Консоль отгружена без расхода. Номер отгрузки SH/81123/24905027 .
1473,44669,забрали 1 место из 3х
1474,42532,Опасный груз
1475,5637,некорр сроки
1476,21552,поиск CC-3296536
1477,20964,Запрос в город получателя.
1478,10143,груз вручен  расход со склада. Если вылезет в кт  подать заявку на удаление
1479,24330,На паллете заменили опись. По факту с СЦ отгружен в составе консолидации CN/81123/21045358 . Отгрузка SH/81123/21292599 Планируемая дата встречи: 11.03.2024
1480,49765,возвращено в офис доставки
1481,39579,Попросила вернуть товар с возврата. обещает прийти 05.05.
1482,47206,"ВН	1555745415"
1483,45753,https://secure.usedesk.ru/tickets/191183612
1484,37190,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
1485,48754,Выход в кт 11  ждем ответа в сз
1486,43421,Посылка отстранена от авиаперевозки  во вложении опасный груз.
1487,17014,нет ответа  смс
1488,37630,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
1489,44234,Опасный груз
1490,38724,смарт
1491,5626, груза в офисе нет  получатель не берет трубку.
1492,7463,Ожидаем прибытие ТС в течении суток  полутора. Задержка связана с погодными условиями.
1493,12186,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1494,39993,КТ7. С/З
1495,22690,СЗ Новомосковск СЦ
1496,43805,Посылка отстранена от авиаперевозки  во вложении опасный груз.
1497,7419,Транзит во Внуково
1498,35342,Поиск заказа
1499,22683,Уведомляет вас о том  что в связи с ухудшением погодных условий  возможны задержки по срокам доставки.
1500,36532,Клиент на звонок ответил утверждает что никакой посылки не ожидает и забирать не будет.
1501,34164,Корректировка адреса CHN-134700
1502,27812,ПВЗ забирает груз самостоятельно  раз в неделю. Плановая отправка по ТС 13.03
1503,5641,CHN-131785
1504,49557,Во вложении опасный груз.
1505,19027,клиент ничег не заказывает. навязывают заказы. отказ. созванивались 15 03 24
1506,53208,Созвонились с получателем  сегодня - завтра заберёт 
1507,52876,Клиент груз заберет 16.05.
1508,37169,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
1509,36580,https://secure.usedesk.ru/tickets/186166409#
1510,39161,смарт
1511,52586,Заказ вручен частично  оставшиеся товары ожидают возврата.
1512,5597,+
1513,20326,Не предоставлены документы и сведения (скан ИНН)
1514,43870,Посылка отстранена от авиаперевозки  во вложении опасный груз.
1515,15655,передано в мешок для отправки в 16:18
1516,22151,Коллеги  у перевозчика имеются задержки в бронировании рейсов. Груз должен приземлиться во Внуково на ТО 10-12.03 Статусы по накладной должны обновиться 12-13.03
1517,20311,запрос М-С на почту
1518,24888,сз от мркб
1519,15597,Коллеги  у перевозчика имеются задержки в бронировании рейсов. Груз должен приземлиться во Внуково на ТО 06.03. Статусы по накладной должны обновиться 06-08.03
1520,21554,Получатель не ответил на звонок.
1521,7407,им дд
"https://secure.usedesk.ru/tickets/172402909""",,
1522,47511,МЕШОК ПОСТУПИЛ БЕЗ ВЛОЖЕНИЯ
1523,50286,сз
1524,13563,Не предоставлены документы и сведения (скан паспорта  ИНН)
1525,20345,заказ вручен. программа не дает печатать накладные
1526,38200,смарт
1527,45738,Поиск
1528,43413,Консолидация отгружена без отображения в системе  номер отгрузки SH/81123/24792554 https://skrinshoter.ru/vPXJclwYa1n?a
1529,37677,Телефон абонента временно не обслуживается
1530,34204,Не предоставлены документы и сведения (скан паспорта  ИНН)
1907,43066,превышает 200Евро надо оплатит налог те которые не превышает 200Евро просьба отправить на почту инвойс <cckz.cdek@gmail.com> кто самостоятельно не сможет прикрепляю номер +77077180863
1908,59273,https://secure.usedesk.ru/tickets/193307709
1909,17728,заберут 15.03
1910,52706,Зависание в кт11  корректировка.
1911,21671,Из за 8 марта  груза не прилетели  летели только цветы  сейчас направление перегружено  задержки до 1 недели
1912,13610,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1913,32488,Груз С2С. Оформление по ПТД. Необходимо предоставить документы на почту с2с@cdek.ru
1914,27908,сыворотка для волос 
1915,35478,задержки отправок из Калининграда  в связи с понижением стоимости безпошлинного ввоза и временной отмены паромной переправы Ориентировочные сроки отправки в течении 2-3 месяцев
1916,46174,По позиции 4660224205375 была оторвана бирка (обнаружено до примерки  при вскрытии с сотрудиком)
1917,36024,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1918,22242,получатель не отвечает
1919,59607,Коллеги  партия поступила на СВХ от 25.06. В ближайшее время статусы по накладной  сменятся на таможенное оформление
1920,50160,возврат по запросу ИМ  ДД не снимать
1921,59620,Со стороны офис отправителя в реестре не были предоставлены паспортные данные клиентов
1922,6918, груза в офисе нет  получатель не берет трубку.
1923,20994,15.03 забор груза
1924,36005,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1925,34873,https://secure.usedesk.ru/tickets/187765623
1926,54643,заберут 02.07
1927,57820,заявка на исключения  частичка  осталась позиция доставка
1928,39177,Посылка отстранена от авиаперевозки  во вложении опасный груз.
1929,54966,клиент хотел частичную доставку
1930,56296,Запрос по 10005762478
1931,39674,Офис в Забайкальске закрыт.
1932,16417,сз и запрос ИМ 
1933,40029,Возврат по запросу ИМ.
1934,38757,не отвечает
1935,36051,смарт
1936,33098,Груз актуален клиент заберет груз 06.05
1937,36599,смарт
1938,37251,Согласована доставка на 27.04
1939,39619,Опасный груз
1940,35461,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
1941,13660,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1942,54661,Посылка отстранена от авиаперевозки  во вложении опасный груз. 
1943,56001,Ждем прибытье груза в конечный офис
1944,37753,смарт
1945,43044,Согласована дата доставки на 03.07.2024. Если груз не заберут  проставить возврат.
1946,36014,Прозвон Получателя. Обещала забрать 21-06-24.
1947,34866,https://secure.usedesk.ru/tickets/187856057
1948,15026,СЗ
1949,37721,смарт
1950,36674,смарт
1951,43052,Проблемный адрес: некорректная ТС  некорректный адрес  некорректный тариф.
1952,54675,сз
1953,27883,дд
1954,6288,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1955,41348,земля
1956,46183, Отправка на ДВ: пн  ср  пт  сб  но направление нестабильное  отправки могут отменяться.
1957,40079,
1958,33034,дд от им
1959,36047,Заказ по факту НЕ ВРУЧЕН  получатель отказался
1960,33092,ИМ согласовал утилизацию
1961,36048,Согласован забор на 19.05
1962,21066,КТ. Отправлен из Барнаула без расхода. 
1963,19154,забор 15 03
1964,7489,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1965,53229,не отв 
1966,35434,Храним до возобновления наземного сообщения
1967,39247,Посылка отстранена от авиаперевозки  во вложении опасный груз.
1968,23770,Получена 3 марта.
1969,54709,Получатель не отвечает на звонки
1970,36010,утиль согласован с ИМ
1971,18469,с-з в г. получ
1972,38806,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
1973,20441,Вручен  зависание в КТ
1974,41752,груз будет отправлен согласно ТС и графика 12.05
1975,17087,смена нас пункта
1976,41737,запрос на почту ЦФО
1977,55729,Абонент не берет трубку
1978,16421,Коллеги  груз задержан на ТО Казахстан  по причине ШК без данных о получателе на заказах. Вопрос на урегулирование. Сроки озвучим чуть позже 
1979,32434,Утилизация  согласно заявлению от ЦФО. Расход со склада.
1980,37221,смарт
1981,16360,Опасный груз
1531,20335,Запрошены документы и сведения  необходимые для выпуска отправления в свободное обращение. В случае непредоставления необходимых для ТО данных заказ будет оформлен на убытие в страну отправк
1532,48981,Отмена по запросу Авито
1533,51110,причина ошибочна  заказ возвращен
1534,20385,Коллеги  у перевозчика имеются задержки в бронировании рейсов. Груз должен приземлиться во Внуково на ТО 10-12.03 Статусы по накладной должны обновиться 12-13.03
1535,47766,заберет 12.06
1982,15665,перевозчик привозит груз частями  CN/81123/22016032 на склад Улан-Удэ Мокрова 28а не поступала
1983,36052,смарт
1984,33685,Заберёт 10.05.2024
1985,50087,кт2 груз отправлен в оф. Москва-Юг
1986,13635,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
1987,58999,Отмена по запросу Авито  возврат продавцу по вн
1988,16347,запрос в Белово
1989,5155, груза в офисе нет  получатель не берет трубку.
1990,39659,Во вложении опасный груз.
1991,33091,заберет 02 05
1992,18410,ожидаем отправку из транзита
1993,36603,Почта России
1994,21608,Запрошены документы и сведения  необходимые для выпуска отправления в свободное обращение. В случае непредоставления необходимых для ТО данных заказ будет оформлен на убытие в страну отправк
1995,34826,груз не поступил на склад 
1996,14360,Получатель не отвечает на тел звонок
1997,36019,получатель груз так и не забрал с 14.04.
1998,56201,Груз отправлен в оф.получателя
1999,34232,сегодня заберут
2000,23230,Опасный груз
2001,41744,получатель не отвечает
2002,13632,Не поступал 
2084,3204,"Машина  в которой едет данный груз  задержана на таможне. В данный момент транспорт находится на ""Бремино-Орша"" для проведения досмотра  сроки выпуска неизвестны"
2085,30344,заберут 22-23 мая
2086,3227,груз удержан на таможне нужен инвойс и паспорт на почту tebeshov.s@cdek.ru
2087,40284,не отвечает
2088,28687,смарт
2089,3200,ТС с указанным заказом не поступала на склад  ожидаем прибытие в течении суток - двух. Связана с погодными условиями.
2090,52745,https://secure.usedesk.ru/tickets/193521979 утиль
2091,28163,Коллеги  не удается отследить груз  признаем утерю.
2092,49432,отправлен ЕМС EF414219389RU
2093,36901,ИМ не согласовал пересыл  просьба переместить на пвз до истечения СХ
2094,41103,Уведомление об истекающем СХ.
2095,48909,https://secure.usedesk.ru/tickets/190362741
2096,38480,Доставка строго в магазин.Необходим скан с подписью(допускается подпись от клиента на печати доставки/курьерский лист ) НЕ принимается подпись на маркировке ИМ.При необходимости звонить по номеру  который указан в накладной СДЭК а не на пакете
2097,35072,Опасный груз.
2098,26423,СЗ пот накладной 1545436573
2099,44562,Утилизация по запросу отправителя
2100,51480,https://secure.usedesk.ru/tickets/187959673
2101,25849,Сведения о паспортных данных некорректны  либо паспорт не действителен (предоставить скан паспорта  ИНН)
2102,10518,скинули
2103,50733,https://secure.usedesk.ru/tickets/199044748
2104,4251,15.03.2024
2105,39835,запрос на почту ЦФО
2106,36895,Во вложении опасный груз.
2107,49469,забор 18.05.2024
2108,36915,Посылка отстранена от авиаперевозки  во вложении опасный груз.
2109,30883,город получателя забирает груз с СЦ самостоятельно
2110,27659,не дозвон СЗ
2111,50472,продлить сх на 5 дней
2112,32121,CN/281/1613525 отправлена без отгрузки в  SH/281/1614964
2113,27661,смена получателя
2114,33883,ED222560400RU
2115,32737,Опасный груз
2116,38440,Груз находится на ПВЗ Петрова 24а (JLA4)
2117,2200, груза в офисе нет  получатель не берет трубку.
2118,32738,Опасный груз
2119,28656,"Коллеги  груз находится на СВХ брокера Шереметьево карго по итогам файла инвентаризации от 25.06.24. Просьба при открытии СЗ указывать на данный факт. В случае сканирования после 25.06  информация по накладной будет не актуальна.	"
2120,8451,Посылка отстранена от авиаперевозки  во вложении опасный груз.
2121,2203,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2122,50708,превышен таможенного лимита
2123,25211,консолидированный возврат
2124,33922,Опасный груз
2125,36937,Опасный груз.
2126,34471,Опасный груз
2127,43692,завтра заберет 
2128,42401,Коллеги  по заказам где не требуется оплата пошлины  выпуск с ТО 18.06 
2129,33307,Опасный груз
2130,48164,https://secure.usedesk.ru/tickets/188091184#
2131,30905,"ВН	1556368002"
2132,28183,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2133,50696,25
2134,51709,Склад долго не обрабатывал данную зону. Часть груз еще в очереди на обработку - https://skrinshoter.ru/vPpkQQtJp3Z?a
2135,29746,смарт
2136,1532,им дд
2137,25254,https://secure.usedesk.ru/tickets/187765606
2138,6640,Получатель не отвечает на звонки.
2139,43658,запрос в ИМ
2140,41946,Сберлогистика - не выдаем
2141,40260,вручено
2142,1525,1 февр. 24 10:54Плетнёв Александр Викторович (СЦ Северный проезд)
2143,28717,груз не привезли в Тогучин
2144,3232,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2145,28166,Запрос в сз
2146,50958,Связались с получателем  заберет в течении недели
2147,34525,Опасный груз
2148,35129,Опасный груз.
2149,3591,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2150,38474,Забор в ближ. время 
2151,28168,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
2152,27693,Ожидает прихода на СЦ
2153,33310,EF490718990RU
2154,29737,смарт
2155,44120,ДД от ИМ https://secure.usedesk.ru/tickets/190354938
2156,27687,трубку не берет
2157,35705,Груз передан на доставку Почте России. Просьба не учитывать в 8КТ.
2158,32689,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
2159,35133,CN/281/1613525 отправлена без отгрузки в  SH/281/1614964
2160,33339,Опасный груз
2161,37378,сз
2162,1844,Посылка отстранена от авиаперевозки  во вложении опасный груз.
2163,36339,Опасный груз
2164,52002,https://secure.usedesk.ru/tickets/187248088
2165,50751,отправка по ТС 07.05
2166,51758,Получатель не отвечает
2167,45924,Груз не выдан   так как невозможно идентифици?ровать клиента и номер на номер телефона отвечает совсем другой человек.
2168,3868,ИМ ДД
2169,24069,забор груза согласован на 18 03
2170,25897,не отвечает
2171,51008,Груз ушёл на возврат по накладной 10008552255
2172,38437,с-з
2173,25224,СЗ
2174,25243,отправка пн ср пт
2175,30320,Получатель заберёт посылку до 19.05
2176,36311,"	"
2177,51217,консолидация  отгружены без отображения в системе  номер отгрузки SH/81123/25338549
2178,9179,Коллеги  у перевозчика имеются задержки в бронировании рейсов. Груз должен приземлиться во Внуково на ТО 06.03. Статусы по накладной должны обновиться 06-08.03
2179,6060,клиент оповещён о прибытии  заберут до 18.03
2180,49413,"ВН	1556380431"
2181,9867,Заявка создана.
2182,3231,КТ11. Операция сканирования на СЦ - ошибочная. Проставлен расход. 
2183,33275,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2184,32744,Опасный груз
2185,25816,Утилизирован согласно запросу. 
2186,49165,вв не формируется по причине задолжности у плательщика 
2187,34529,Опасный груз
2188,31495,Коллеги  добрый день  груз поступит не ранее июля  навигация еще закрыта.
2189,52517,ДД по запросу ИМ
2190,1011,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2191,11184,груз забрали  оплачивали наличкой  когда - не помнят
2192,28208,не дозвон
2193,31493,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
2194,30321,Получатель  не отвечает
2195,25256,https://secure.usedesk.ru/tickets/186529502
2196,41062,+
2197,26468,Ожидаем оплаты по договору
2198,42770,Отправление EMS из Сыктывкара
2199,43258,https://secure.usedesk.ru/tickets/192402633#
2200,4285,Завтра заберет
2201,32102,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2202,43274,кт4  сз
2203,1862,Посылка отстранена от авиаперевозки  во вложении опасный груз.
2204,5424,ПВЗ забирает груз самостоятельно  раз в неделю. Плановая отправка по ТС 13.03
2205,32082,Отправка по ТС 24.04
2206,45969,https://secure.usedesk.ru/tickets/187645879
2207,30346,Бросили трубку
2208,44087,Отправлен на возврат по вн 10013884461
2209,28678,уточнение в СЗ
2210,28658,Отказ от получения . 
2211,49199,коллеги  по данному грузу не был предоставлен реестр  от отправителя. вопрос решается 
2212,9854,ИСХ  обещали забрать груз 15/03
2213,31537,EF473589306RU
2214,40251,КТ7
2215,1545,Задержки в пути   ждем на тп Пулково Спб. ориентировочно после 20.02.24
2216,28175,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2217,44936,https://secure.usedesk.ru/tickets/193494288 ДД от ИМ 
2218,1158,КЛИЕНТ ГРУЗ ПОЛУЧИЛ 16.02.2024
2219,9194,запрос на склад в сз
